,start_time,end_time,wav_file,emotion,val,act,dom
2015,76.99,83.46,Ses05M_impro07_M019,exc,3.5,3.0,2.5
2016,83.48,86.1,Ses05M_impro07_M020,exc,3.5,3.5,2.0
2017,89.62,91.07,Ses05M_impro07_M021,exc,4.0,3.0,2.5
2018,92.38,99.5,Ses05M_impro07_M022,exc,4.5,3.0,3.0
2019,99.76,101.19,Ses05M_impro07_M023,exc,4.0,3.0,2.0
2020,102.0,104.32,Ses05M_impro07_M024,exc,3.0,3.5,2.0
2021,104.39,110.29,Ses05M_impro07_M025,exc,2.5,3.0,2.0
2022,110.78,113.2,Ses05M_impro07_M026,exc,3.5,2.0,2.5
2023,116.07,117.68,Ses05M_impro07_M027,xxx,3.5,4.0,2.0
2024,119.64,124.5,Ses05M_impro07_M028,exc,3.5,3.0,2.0
2025,124.98,126.99,Ses05M_impro07_M029,exc,3.0,3.0,2.5
2026,129.15,130.24,Ses05M_impro07_M030,exc,4.5,3.5,2.0
2027,130.33,132.53,Ses05M_impro07_M031,exc,4.0,3.5,2.5
2028,138.14,139.47,Ses05M_impro07_M032,exc,4.0,3.0,2.0
2029,139.74,140.76,Ses05M_impro07_M033,exc,4.0,3.5,2.5
2030,140.83,144.64,Ses05M_impro07_M034,exc,4.0,2.5,2.5
2031,144.65,145.78,Ses05M_impro07_M035,exc,3.5,3.0,2.0
2032,147.16,154.83,Ses05M_impro07_M036,exc,3.5,2.0,2.5
2033,154.8326,159.21,Ses05M_impro07_M037,exc,4.0,2.5,2.5
2034,159.72,163.99,Ses05M_impro07_M038,xxx,4.0,2.5,2.0
2035,164.01,172.39,Ses05M_impro07_M039,hap,4.0,2.5,2.0
2036,172.43,179.9,Ses05M_impro07_M040,exc,4.0,3.5,2.5
2037,179.91,184.01,Ses05M_impro07_M041,exc,4.0,4.5,2.5
2038,185.55,187.49,Ses05M_impro07_M042,exc,3.5,2.5,2.5
2039,187.56,192.39,Ses05M_impro07_M043,exc,4.0,3.5,2.5
2040,192.44,198.07,Ses05M_impro07_M044,exc,4.0,3.0,2.5
2041,200.48,205.39,Ses05M_impro07_M045,exc,4.0,3.0,2.5
2042,205.63,207.05,Ses05M_impro07_M046,hap,4.0,2.5,2.0
2043,208.6,212.11,Ses05M_impro07_M047,exc,4.0,3.0,2.0
2044,9.96,11.52,Ses05M_impro05_F000,neu,3.0,2.3333,2.0
2045,11.55,13.33,Ses05M_impro05_F001,neu,3.0,2.6667,1.6667
2046,19.11,20.48,Ses05M_impro05_F002,neu,3.0,1.6667,2.0
2047,22.44,26.74,Ses05M_impro05_F003,neu,3.0,2.3333,2.6667
2048,29.83,32.86,Ses05M_impro05_F004,neu,3.0,2.6667,3.0
2049,34.04,41.39,Ses05M_impro05_F005,neu,3.0,2.0,2.6667
2050,41.4,46.83,Ses05M_impro05_F006,neu,3.0,2.6667,3.0
2051,46.87,48.06,Ses05M_impro05_F007,neu,3.0,2.6667,2.3333
2052,52.36,53.6,Ses05M_impro05_F008,neu,3.0,1.6667,2.0
2053,56.83,60.85,Ses05M_impro05_F009,neu,3.0,2.0,2.6667
2054,63.81,67.88,Ses05M_impro05_F010,neu,3.0,1.6667,2.6667
2055,70.23,73.13,Ses05M_impro05_F011,neu,3.0,2.3333,2.3333
2056,74.44,76.28,Ses05M_impro05_F012,neu,3.0,2.0,2.0
2057,78.99,85.79,Ses05M_impro05_F013,neu,3.0,2.0,2.6667
2058,86.47,94.86,Ses05M_impro05_F014,neu,2.3333,2.3333,2.6667
2059,100.32,101.98,Ses05M_impro05_F015,neu,2.3333,2.0,2.0
2060,102.94,108.84,Ses05M_impro05_F016,neu,3.0,2.0,2.3333
2061,112.4,118.19,Ses05M_impro05_F017,neu,3.0,3.0,2.6667
2062,118.22,121.62,Ses05M_impro05_F018,neu,3.0,3.3333,3.0
2063,122.57,125.37,Ses05M_impro05_F019,neu,2.6667,2.3333,2.6667
2064,130.42,134.13,Ses05M_impro05_F020,neu,3.3333,2.3333,2.6667
2065,134.9,136.31,Ses05M_impro05_F021,neu,4.3333,3.3333,2.0
2066,4.73,10.29,Ses05M_impro05_M000,neu,3.3333,3.0,2.3333
2067,10.32,13.05,Ses05M_impro05_M001,neu,3.0,2.3333,2.3333
2068,13.07,19.82,Ses05M_impro05_M002,neu,3.0,3.0,2.3333
2069,19.85,22.75,Ses05M_impro05_M003,neu,3.0,3.0,2.3333
2070,26.17,30.34,Ses05M_impro05_M004,neu,3.0,3.0,2.3333
2071,31.42,34.37,Ses05M_impro05_M005,neu,3.0,3.0,2.6667
2072,39.31,41.48,Ses05M_impro05_M006,neu,3.3333,3.0,2.3333
2073,44.73,46.1,Ses05M_impro05_M007,neu,2.0,2.6667,2.6667
2074,46.12,47.28,Ses05M_impro05_M008,sur,2.6667,3.3333,2.3333
2075,47.37,52.94,Ses05M_impro05_M009,neu,2.6667,3.6667,3.0
2076,53.11,57.53,Ses05M_impro05_M010,neu,3.0,3.6667,2.6667
2077,60.71,64.34,Ses05M_impro05_M011,xxx,2.0,3.3333,2.6667
2078,67.85,74.8,Ses05M_impro05_M012,fru,2.0,4.0,3.3333
2079,75.38,79.28,Ses05M_impro05_M013,fru,2.0,3.6667,3.3333
2080,79.79,81.49,Ses05M_impro05_M014,xxx,2.0,3.3333,3.0
2081,83.59,86.61,Ses05M_impro05_M015,fru,2.0,4.0,3.6667
2082,92.66,102.9,Ses05M_impro05_M016,fru,2.3333,3.6667,3.3333
2083,107.65,113.67,Ses05M_impro05_M017,fru,2.3333,4.0,3.3333
2084,116.5,119.63,Ses05M_impro05_M018,fru,2.3333,4.3333,3.6667
2085,121.22,124.28,Ses05M_impro05_M019,fru,1.6667,4.3333,3.3333
2086,124.35,130.44,Ses05M_impro05_M020,fru,2.0,4.0,3.0
2087,132.65,135.01,Ses05M_impro05_M021,fru,4.0,3.6667,2.6667
2088,135.11,136.31,Ses05M_impro05_M022,neu,4.6667,3.3333,2.6667
2089,12.42,14.27,Ses05M_impro04_F000,xxx,2.5,2.0,2.5
2090,22.78,25.13,Ses05M_impro04_F001,neu,1.5,3.0,3.5
2091,26.78,28.25,Ses05M_impro04_F002,neu,2.5,3.0,2.5
2092,38.41,40.66,Ses05M_impro04_F003,neu,2.5,2.5,3.0
2093,49.25,50.54,Ses05M_impro04_F004,neu,2.5,2.0,2.5
2094,61.05,70.27,Ses05M_impro04_F005,neu,2.5,2.5,4.0
2095,71.91,78.5,Ses05M_impro04_F006,neu,2.5,2.5,3.5
2096,81.47,83.17,Ses05M_impro04_F007,neu,2.5,2.0,2.5
2097,92.45,100.54,Ses05M_impro04_F008,neu,2.0,3.5,4.0
2098,107.38,111.72,Ses05M_impro04_F009,neu,3.0,3.0,3.5
2099,111.73,114.51,Ses05M_impro04_F010,neu,2.5,2.5,3.0
2100,119.73,124.23,Ses05M_impro04_F011,neu,2.5,2.5,3.5
2101,128.22,132.82,Ses05M_impro04_F012,neu,2.5,3.0,3.0
2102,134.6,136.23,Ses05M_impro04_F013,neu,2.5,2.0,3.0
2103,136.87,142.92,Ses05M_impro04_F014,neu,2.5,2.0,3.5
2104,143.36,146.01,Ses05M_impro04_F015,neu,2.0,3.5,3.0
2105,149.67,151.58,Ses05M_impro04_F016,neu,3.0,2.5,3.5
2106,157.61,161.23,Ses05M_impro04_F017,neu,3.0,3.5,3.0
2107,165.62,166.84,Ses05M_impro04_F018,neu,2.5,2.5,3.0
2108,167.53,169.19,Ses05M_impro04_F019,neu,2.5,2.5,3.5
2109,172.31,174.65,Ses05M_impro04_F020,neu,2.5,2.0,3.0
2110,177.47,178.85,Ses05M_impro04_F021,neu,2.5,3.0,2.5
2111,182.34,184.68,Ses05M_impro04_F022,neu,3.0,2.5,3.5
2112,185.19,186.56,Ses05M_impro04_F023,neu,4.0,3.0,3.0
2113,186.61,188.06,Ses05M_impro04_F024,neu,4.0,2.5,3.5
2114,188.54,190.94,Ses05M_impro04_F025,xxx,4.5,3.5,3.5
2115,191.92,199.0,Ses05M_impro04_F026,neu,2.5,3.0,3.5
2116,200.45,205.65,Ses05M_impro04_F027,neu,2.5,3.5,3.0
2117,207.36,211.03,Ses05M_impro04_F028,neu,4.0,3.0,3.0
2118,211.04,213.33,Ses05M_impro04_F029,neu,4.0,2.5,3.5
2119,215.37,218.99,Ses05M_impro04_F030,neu,4.0,3.0,3.5
2120,225.37,227.15,Ses05M_impro04_F031,neu,4.0,2.5,3.0
2121,227.68,232.48,Ses05M_impro04_F032,neu,3.0,3.0,3.5
2122,232.95,236.83,Ses05M_impro04_F033,fru,3.5,3.5,3.5
2123,239.66,242.72,Ses05M_impro04_F034,neu,3.0,3.0,3.5
2124,245.78,253.99,Ses05M_impro04_F035,neu,2.5,2.5,3.0
2125,254.38,262.86,Ses05M_impro04_F036,neu,3.5,2.5,3.5
2126,262.92,266.19,Ses05M_impro04_F037,neu,2.5,2.5,3.0
2127,270.54,274.36,Ses05M_impro04_F038,xxx,2.5,2.5,3.5
2128,5.3295,12.85,Ses05M_impro04_M000,fru,1.5,3.5,4.0
2129,15.34,24.58,Ses05M_impro04_M001,fru,1.5,4.0,4.5
2130,24.6,34.89,Ses05M_impro04_M002,fru,1.5,3.5,4.5
2131,35.07,38.9,Ses05M_impro04_M003,fru,2.0,3.0,4.5
2132,40.33,46.72,Ses05M_impro04_M004,fru,2.0,3.0,4.0
2133,46.73,51.44,Ses05M_impro04_M005,fru,2.0,4.0,4.0
2134,51.46,59.45,Ses05M_impro04_M006,fru,1.5,4.0,4.5
2135,59.49,61.54,Ses05M_impro04_M007,fru,2.0,3.5,4.0
2136,69.6,73.01,Ses05M_impro04_M008,neu,2.0,3.5,4.0
2137,74.27,75.18,Ses05M_impro04_M009,neu,2.5,2.5,3.0
2138,75.2,76.19,Ses05M_impro04_M010,neu,3.0,2.5,3.5
2139,78.04,84.38,Ses05M_impro04_M011,fru,2.0,4.0,4.0
2140,84.39,92.15,Ses05M_impro04_M012,fru,2.0,4.0,4.0
2141,92.16,94.54,Ses05M_impro04_M013,fru,2.0,3.5,4.5
2142,98.13,105.69,Ses05M_impro04_M014,fru,2.0,4.0,4.5
2143,105.699,110.77,Ses05M_impro04_M015,fru,2.0,4.0,3.5
2144,111.64,121.21,Ses05M_impro04_M016,fru,2.5,4.0,4.0
2145,123.29,128.06,Ses05M_impro04_M017,fru,2.0,4.5,4.5
2146,131.7,137.22,Ses05M_impro04_M018,xxx,2.0,4.0,4.0
2147,142.21,143.88,Ses05M_impro04_M019,ang,2.0,3.5,3.5
2148,144.34,151.18,Ses05M_impro04_M020,ang,2.0,3.5,4.0
2149,151.19,157.44,Ses05M_impro04_M021,xxx,2.0,4.0,4.0
2150,160.54,165.88,Ses05M_impro04_M022,fru,2.0,3.5,4.0
2151,165.91,172.76,Ses05M_impro04_M023,fru,2.0,4.0,5.0
2152,173.97,182.88,Ses05M_impro04_M024,fru,2.0,4.0,4.5
2153,183.5,186.91,Ses05M_impro04_M025,fru,2.0,3.0,3.5
2154,186.92,189.25,Ses05M_impro04_M026,fru,2.0,3.5,4.0
2155,190.44,192.31,Ses05M_impro04_M027,fru,2.0,2.5,3.5
2156,198.38,201.33,Ses05M_impro04_M028,fru,2.0,4.0,4.0
2157,205.58,207.76,Ses05M_impro04_M029,fru,3.0,3.0,3.0
2158,210.82,212.43,Ses05M_impro04_M030,fru,2.5,3.0,3.5
2159,212.62,220.0,Ses05M_impro04_M031,fru,2.0,4.0,4.5
2160,220.01,226.06,Ses05M_impro04_M032,fru,1.5,3.5,4.5
2161,226.49,227.91,Ses05M_impro04_M033,fru,2.5,3.0,3.5
2162,231.1,232.6,Ses05M_impro04_M034,fru,2.5,2.5,3.0
2163,236.69,238.91,Ses05M_impro04_M035,fru,2.5,3.0,3.5
2164,242.6,245.03,Ses05M_impro04_M036,xxx,1.5,3.0,3.5
2165,252.71,255.5,Ses05M_impro04_M037,fru,2.5,3.0,3.0
2166,262.01,264.0,Ses05M_impro04_M038,fru,3.0,3.0,3.5
2167,264.79,266.31,Ses05M_impro04_M039,fru,2.5,3.0,3.5
2168,267.83,270.42,Ses05M_impro04_M040,ang,3.0,3.0,3.5
2169,273.8,275.89,Ses05M_impro04_M041,sad,2.0,2.5,3.5
2170,20.66,22.25,Ses04F_script02_1_F000,neu,3.0,2.0,1.5
2171,37.89,39.636,Ses04F_script02_1_F001,xxx,3.0,2.5,2.5
2172,43.39,45.374,Ses04F_script02_1_F002,fru,2.0,2.5,3.0
2173,45.93,48.78,Ses04F_script02_1_F003,xxx,2.0,2.5,3.0
2174,49.8,55.24,Ses04F_script02_1_F004,xxx,2.0,3.0,3.5
2175,70.67,71.97,Ses04F_script02_1_F005,xxx,3.0,2.0,1.5
2176,98.14,99.5721,Ses04F_script02_1_F006,xxx,2.0,2.5,2.5
2177,100.5,102.8027,Ses04F_script02_1_F007,ang,2.0,3.0,2.5
2178,107.82,110.44,Ses04F_script02_1_F008,ang,2.0,3.0,3.0
2179,110.65,112.6876,Ses04F_script02_1_F009,fru,2.5,2.5,3.0
2180,114.02,116.36,Ses04F_script02_1_F010,fru,2.0,3.0,3.0
2181,122.25,123.97,Ses04F_script02_1_F011,fru,2.5,3.5,3.0
2182,124.38,127.19,Ses04F_script02_1_F012,ang,2.0,3.5,3.5
2183,140.5,148.3696,Ses04F_script02_1_F013,ang,1.5,4.0,3.5
2184,162.01,170.11,Ses04F_script02_1_F014,ang,2.0,3.5,3.5
2185,170.55,172.2,Ses04F_script02_1_F015,fru,2.0,2.5,2.5
2186,187.43,189.2593,Ses04F_script02_1_F016,ang,2.0,2.5,2.5
2187,189.91,191.9113,Ses04F_script02_1_F017,ang,2.0,2.5,3.0
2188,203.26,213.0312,Ses04F_script02_1_F018,xxx,2.0,4.0,3.5
2189,214.01,216.33,Ses04F_script02_1_F019,ang,2.0,3.0,3.0
2190,286.54,288.43,Ses04F_script02_1_F020,fru,3.0,2.0,2.5
2191,289.27,290.95,Ses04F_script02_1_F021,ang,2.5,2.0,2.5
2192,291.96,293.85,Ses04F_script02_1_F022,ang,2.0,3.5,3.5
2193,8.63,15.4783,Ses04F_script02_1_M000,hap,3.5,2.5,3.0
2194,15.5747,21.24,Ses04F_script02_1_M001,xxx,3.5,2.5,3.0
2195,21.67,26.71,Ses04F_script02_1_M002,exc,3.5,3.5,3.0
2196,26.75,32.162,Ses04F_script02_1_M003,xxx,3.0,2.5,3.0
2197,32.71,38.25,Ses04F_script02_1_M004,fru,2.5,3.0,3.0
2198,40.0699,43.78,Ses04F_script02_1_M005,fru,3.0,2.5,2.5
2199,44.9,46.28,Ses04F_script02_1_M006,sur,2.5,2.5,2.5
2200,48.4118,50.14,Ses04F_script02_1_M007,fru,2.5,3.0,2.0
2201,54.29,62.0095,Ses04F_script02_1_M008,fru,2.5,3.5,3.0
2202,62.4917,70.9,Ses04F_script02_1_M009,exc,3.0,3.0,2.5
2203,72.0873,79.7541,Ses04F_script02_1_M010,neu,2.5,2.5,2.5
2204,79.8023,86.1672,Ses04F_script02_1_M011,hap,3.0,2.5,3.0
2205,86.2154,91.5677,Ses04F_script02_1_M012,xxx,2.5,2.0,2.5
2206,91.7606,98.4148,Ses04F_script02_1_M013,xxx,3.5,3.0,2.5
2207,99.35,100.92,Ses04F_script02_1_M014,xxx,3.0,2.5,2.0
2208,102.38,108.46,Ses04F_script02_1_M015,fru,2.5,3.0,3.5
2209,109.91,111.11,Ses04F_script02_1_M016,fru,2.0,3.0,3.0
2210,112.2054,114.54,Ses04F_script02_1_M017,neu,2.5,2.5,2.5
2211,115.72,122.65,Ses04F_script02_1_M018,fru,2.0,3.5,3.5
2212,123.43,124.93,Ses04F_script02_1_M019,xxx,2.0,3.5,2.5
2213,126.57,133.48,Ses04F_script02_1_M020,fru,2.5,4.0,3.5
2214,133.5171,141.12,Ses04F_script02_1_M021,exc,2.0,3.5,3.0
2215,147.6463,158.65,Ses04F_script02_1_M022,fru,2.5,3.5,3.0
2216,158.74,162.62,Ses04F_script02_1_M023,exc,3.0,3.5,3.0
2217,169.61,171.05,Ses04F_script02_1_M024,fru,2.5,2.5,2.0
2218,171.48,174.6,Ses04F_script02_1_M025,fru,3.0,3.0,2.5
2219,174.63,183.42,Ses04F_script02_1_M026,exc,2.5,3.0,3.0
2220,183.46,187.95,Ses04F_script02_1_M027,fru,3.0,3.5,3.5
2221,188.53,190.39,Ses04F_script02_1_M028,sur,2.5,3.5,3.0
2222,191.27,203.99,Ses04F_script02_1_M029,fru,2.0,3.5,3.0
2223,212.4,214.83,Ses04F_script02_1_M030,fru,3.0,2.5,3.0
2224,215.51,219.4925,Ses04F_script02_1_M031,ang,2.0,3.0,4.0
2225,219.6,227.3522,Ses04F_script02_1_M032,exc,2.5,3.5,3.5
2226,227.4004,235.4048,Ses04F_script02_1_M033,exc,3.0,2.5,2.5
2227,235.5012,245.05,Ses04F_script02_1_M034,exc,3.5,3.0,3.0
2228,245.09,256.9586,Ses04F_script02_1_M035,exc,3.0,3.5,3.0
2229,257.0068,261.5876,Ses04F_script02_1_M036,exc,3.0,3.5,3.0
2230,261.64,266.7953,Ses04F_script02_1_M037,exc,2.5,4.0,3.5
2231,266.8435,276.95,Ses04F_script02_1_M038,exc,3.0,3.0,3.5
2232,276.99,282.24,Ses04F_script02_1_M039,exc,4.0,3.0,3.0
2233,282.64,287.02,Ses04F_script02_1_M040,exc,4.0,3.5,2.5
2234,287.88,289.75,Ses04F_script02_1_M041,xxx,3.5,2.5,2.5
2235,290.47,292.41,Ses04F_script02_1_M042,xxx,2.5,3.0,2.5
2236,12.1431,14.74,Ses04M_script03_2_F000,ang,2.5,3.5,3.0
2237,15.75,22.067,Ses04M_script03_2_F001,hap,4.5,3.0,2.5
2238,23.38,27.23,Ses04M_script03_2_F002,hap,4.5,3.5,2.5
2239,27.65,29.89,Ses04M_script03_2_F003,hap,4.0,3.0,2.5
2240,32.21,34.18,Ses04M_script03_2_F004,xxx,3.0,3.5,3.0
2241,36.47,39.2,Ses04M_script03_2_F005,xxx,2.5,4.0,3.0
2242,42.26,46.67,Ses04M_script03_2_F006,exc,4.0,3.5,3.0
2243,48.47,52.4,Ses04M_script03_2_F007,xxx,4.0,3.5,2.5
2244,54.74,58.56,Ses04M_script03_2_F008,hap,4.0,2.5,2.5
2245,61.01,62.04,Ses04M_script03_2_F009,neu,3.0,3.0,2.0
2246,63.32,65.0737,Ses04M_script03_2_F010,ang,2.5,3.0,3.0
2247,65.99,70.18,Ses04M_script03_2_F011,xxx,4.0,2.5,2.5
2248,70.89,74.8193,Ses04M_script03_2_F012,fru,4.0,3.0,3.5
2249,75.92,78.74,Ses04M_script03_2_F013,fru,2.0,3.5,2.5
2250,82.03,83.9324,Ses04M_script03_2_F014,ang,2.5,3.5,2.5
2251,85.69,90.08,Ses04M_script03_2_F015,fru,2.0,3.0,3.5
2252,93.46,98.23,Ses04M_script03_2_F016,fru,2.0,3.5,3.0
2253,104.05,107.0655,Ses04M_script03_2_F017,ang,2.5,2.5,2.5
2254,110.55,112.43,Ses04M_script03_2_F018,fru,1.5,3.5,3.0
2255,112.86,114.4688,Ses04M_script03_2_F019,ang,1.5,4.0,3.5
2256,119.98,123.14,Ses04M_script03_2_F020,fru,2.5,3.5,3.0
2257,125.57,130.63,Ses04M_script03_2_F021,xxx,3.5,2.0,2.5
2258,131.57,133.22,Ses04M_script03_2_F022,ang,2.0,4.0,3.0
2259,133.34,135.67,Ses04M_script03_2_F023,ang,2.0,3.5,3.0
2260,139.78,141.2266,Ses04M_script03_2_F024,neu,2.5,2.0,2.0
2261,144.56,148.48,Ses04M_script03_2_F025,fru,2.0,3.5,3.5
2262,154.87,157.44,Ses04M_script03_2_F026,ang,2.5,3.0,3.5
2263,160.72,162.2,Ses04M_script03_2_F027,fru,2.0,3.0,3.0
2264,162.26,168.53,Ses04M_script03_2_F028,ang,2.0,4.5,3.5
2265,171.25,173.849,Ses04M_script03_2_F029,ang,2.5,3.0,3.5
2266,175.84,178.69,Ses04M_script03_2_F030,ang,2.0,3.0,3.5
2267,191.15,195.16,Ses04M_script03_2_F031,ang,2.0,3.5,3.0
2268,196.01,197.95,Ses04M_script03_2_F032,ang,3.0,3.5,3.0
2269,206.71,212.1477,Ses04M_script03_2_F033,ang,2.0,4.0,3.5
2270,216.7,218.66,Ses04M_script03_2_F034,ang,2.0,2.5,3.5
2271,224.92,228.29,Ses04M_script03_2_F035,ang,2.0,3.5,3.0
2272,232.75,235.0415,Ses04M_script03_2_F036,ang,2.0,3.5,2.5
2273,238.12,242.2,Ses04M_script03_2_F037,ang,3.5,3.5,3.0
2274,243.9,246.62,Ses04M_script03_2_F038,xxx,4.0,3.0,2.5
2275,249.36,252.1562,Ses04M_script03_2_F039,ang,2.0,3.5,3.5
2276,253.27,257.25,Ses04M_script03_2_F040,ang,2.5,3.5,3.5
2277,258.71,261.9019,Ses04M_script03_2_F041,ang,1.5,4.0,3.5
2278,263.25,268.4503,Ses04M_script03_2_F042,ang,2.0,4.0,3.0
2279,269.12,270.9465,Ses04M_script03_2_F043,neu,2.0,2.0,1.5
2280,271.8356,276.57,Ses04M_script03_2_F044,ang,1.5,4.0,3.5
2281,278.33,279.09,Ses04M_script03_2_F045,ang,2.0,4.5,2.5
2282,279.12,284.3,Ses04M_script03_2_F046,ang,1.5,4.0,3.0
2283,284.33,288.18,Ses04M_script03_2_F047,ang,2.0,3.5,3.5
2284,288.38,289.75,Ses04M_script03_2_F048,ang,2.0,4.0,3.5
2285,289.77,295.21,Ses04M_script03_2_F049,ang,1.5,4.5,4.0
2286,295.22,296.72,Ses04M_script03_2_F050,ang,1.5,5.0,3.0
2287,296.73,300.79,Ses04M_script03_2_F051,ang,1.5,4.5,4.0
2288,300.82,302.35,Ses04M_script03_2_F052,ang,1.5,4.5,3.5
2289,9.31,12.2248,Ses04M_script03_2_M000,xxx,2.5,2.5,2.5
2290,14.12,16.17,Ses04M_script03_2_M001,neu,3.0,2.5,2.0
2291,21.6,24.44,Ses04M_script03_2_M002,xxx,4.0,3.5,2.5
2292,26.46,28.11,Ses04M_script03_2_M003,xxx,4.0,2.5,2.5
2293,29.37,32.64,Ses04M_script03_2_M004,fru,3.0,3.0,2.5
2294,33.82,36.97,Ses04M_script03_2_M005,fru,2.5,3.5,3.0
2295,38.7,42.9,Ses04M_script03_2_M006,xxx,2.5,3.0,3.0
2296,46.07,49.23,Ses04M_script03_2_M007,fru,2.0,3.5,3.0
2297,51.9,55.17,Ses04M_script03_2_M008,ang,2.0,3.0,2.5
2298,60.02,61.2951,Ses04M_script03_2_M009,neu,2.5,1.5,0.5
2299,61.73,63.89,Ses04M_script03_2_M010,ang,2.0,4.0,3.0
2300,64.3898,66.47,Ses04M_script03_2_M011,ang,2.0,4.5,3.0
2301,69.58,71.41,Ses04M_script03_2_M012,ang,2.0,4.5,2.5
2302,74.3577,77.1,Ses04M_script03_2_M013,ang,2.0,3.0,2.5
2303,77.75,80.5642,Ses04M_script03_2_M014,ang,2.5,3.5,2.5
2304,80.6325,82.74,Ses04M_script03_2_M015,xxx,3.0,2.0,2.0
2305,83.4879,86.19,Ses04M_script03_2_M016,fru,3.0,2.0,2.5
2306,89.84,93.89,Ses04M_script03_2_M017,fru,3.0,3.0,2.5
2307,97.66,104.6,Ses04M_script03_2_M018,fru,2.5,2.5,3.0
2308,106.26,111.34,Ses04M_script03_2_M019,fru,2.0,3.5,2.5
2309,112.02,113.62,Ses04M_script03_2_M020,ang,2.0,3.5,3.0
2310,113.9046,116.14,Ses04M_script03_2_M021,ang,2.5,4.0,3.0
2311,117.81,120.42,Ses04M_script03_2_M022,ang,2.5,3.0,2.5
2312,122.26,126.08,Ses04M_script03_2_M023,fru,2.5,2.5,2.0
2313,129.84,132.55,Ses04M_script03_2_M024,ang,2.5,3.5,2.5
2314,132.59,133.93,Ses04M_script03_2_M025,ang,3.5,3.0,3.0
2315,136.4393,138.02,Ses04M_script03_2_M026,neu,2.5,2.0,1.5
2316,140.93,145.08,Ses04M_script03_2_M027,ang,2.5,3.5,3.5
2317,149.64,151.79,Ses04M_script03_2_M028,neu,2.5,2.0,2.0
2318,151.83,155.36,Ses04M_script03_2_M029,ang,2.5,3.5,3.0
2319,157.03,161.43,Ses04M_script03_2_M030,ang,2.5,3.5,3.5
2320,161.49,162.75,Ses04M_script03_2_M031,ang,2.0,4.0,3.5
2321,168.55,171.55,Ses04M_script03_2_M032,xxx,2.5,2.0,2.5
2322,173.44,176.83,Ses04M_script03_2_M033,ang,2.0,2.5,3.5
2323,180.04,184.2,Ses04M_script03_2_M034,ang,2.5,3.0,3.0
2324,186.05,191.63,Ses04M_script03_2_M035,ang,2.5,3.0,3.5
2325,194.73,196.53,Ses04M_script03_2_M036,ang,2.0,4.0,3.5
2326,197.36,207.1039,Ses04M_script03_2_M037,fru,2.5,3.5,3.0
2327,211.5664,217.03,Ses04M_script03_2_M038,ang,2.5,2.5,3.5
2328,219.94,225.69,Ses04M_script03_2_M039,xxx,2.0,3.0,3.0
2329,227.36,229.96,Ses04M_script03_2_M040,ang,2.5,3.5,3.5
2330,230.5277,233.24,Ses04M_script03_2_M041,ang,2.5,3.5,3.5
2331,234.3918,238.46,Ses04M_script03_2_M042,xxx,2.5,2.5,3.5
2332,241.6583,244.74,Ses04M_script03_2_M043,ang,2.5,2.5,3.0
2333,246.73,249.95,Ses04M_script03_2_M044,xxx,2.5,2.0,2.5
2334,251.7117,253.74,Ses04M_script03_2_M045,xxx,2.5,2.5,3.0
2335,256.91,259.11,Ses04M_script03_2_M046,ang,1.5,4.0,3.5
2336,261.3,263.54,Ses04M_script03_2_M047,ang,2.0,4.5,4.0
2337,270.8098,272.0237,Ses04M_script03_2_M048,ang,2.5,3.5,3.0
2338,276.14,278.8,Ses04M_script03_2_M049,ang,1.5,3.0,3.0
2339,278.84,284.04,Ses04M_script03_2_M050,ang,1.5,4.5,4.0
2340,287.38,289.16,Ses04M_script03_2_M051,ang,2.0,3.5,4.0
2341,289.27,290.35,Ses04M_script03_2_M052,ang,2.5,4.5,4.0
2342,291.15,293.05,Ses04M_script03_2_M053,ang,1.5,4.0,4.0
2343,293.08,295.43,Ses04M_script03_2_M054,ang,1.5,4.0,4.0
2344,295.6698,300.36,Ses04M_script03_2_M055,ang,1.5,4.0,4.0
2345,300.39,302.31,Ses04M_script03_2_M056,ang,1.5,4.5,4.5
2346,8.36,13.42,Ses04M_script01_1_F000,neu,2.5,3.5,2.0
2347,14.14,17.95,Ses04M_script01_1_F001,xxx,2.5,3.5,2.5
2348,19.13,20.9592,Ses04M_script01_1_F002,sur,2.5,3.0,1.5
2349,28.13,31.3423,Ses04M_script01_1_F003,xxx,2.5,2.5,2.0
2350,38.9463,41.2236,Ses04M_script01_1_F004,xxx,2.5,3.0,2.0
2351,44.83,48.2872,Ses04M_script01_1_F005,xxx,2.0,3.0,1.5
2352,51.35,58.9,Ses04M_script01_1_F006,xxx,2.0,3.0,2.5
2353,60.71,65.52,Ses04M_script01_1_F007,sad,2.0,3.0,2.5
2354,71.46,73.2221,Ses04M_script01_1_F008,sur,2.5,3.0,1.5
2355,77.33,79.98,Ses04M_script01_1_F009,fru,2.0,2.5,2.5
2356,85.17,87.4,Ses04M_script01_1_F010,fru,2.0,2.5,3.0
2357,104.05,106.21,Ses04M_script01_1_F011,ang,2.5,3.5,3.0
2358,106.72,109.49,Ses04M_script01_1_F012,ang,2.5,3.5,2.0
2359,112.12,120.39,Ses04M_script01_1_F013,ang,2.0,3.5,3.5
2360,121.84,129.18,Ses04M_script01_1_F014,xxx,2.5,3.5,2.5
2361,132.72,134.7331,Ses04M_script01_1_F015,neu,2.5,2.0,1.5
2362,135.78,140.33,Ses04M_script01_1_F016,xxx,2.5,3.0,2.5
